기준년도,시군명,지역교육청명,지역명,학교명,학교급명,설립구분명,주야간명,제외여부,제외사유,1학년수(명),2학년수(명),3학년수(명),4학년수(명),5학년수(명),6학년수(명),특수학급학생수(명),순회학급학생수(명),합계사항(명)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,정왕초등학교,,공립,,N,,212,217,202,193,193,202,12,4,1235(16)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,포리초등학교,,공립,,N,,73,48,60,59,54,66,2,0,362(2)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,검바위초등학교,,공립,,N,,75,88,74,88,95,114,3,0,537(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,계수초등학교,,공립,,N,,15,9,9,15,15,9,1,0,73(1)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,군서초등학교,,공립,,N,,126,124,99,102,79,79,7,0,616(7)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,군자초등학교,,공립,,N,,169,173,143,160,154,159,8,0,966(8)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,금모래초등학교,,공립,,N,,148,130,147,128,145,120,2,0,820(2)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,냉정초등학교,,공립,,N,,143,178,175,150,154,168,13,0,981(13)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,도일초등학교,,공립,,N,,106,101,130,103,115,96,8,5,664(13)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,도창초등학교,,공립,,N,,38,36,40,41,52,35,2,0,244(2)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,목감초등학교,,공립,,N,,66,74,84,70,95,88,2,0,479(2)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,서촌초등학교,,공립,,N,,155,161,141,117,118,137,8,0,837(8)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,소래초등학교,,공립,,N,,85,86,88,79,97,102,3,0,540(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,송운초등학교,,공립,,N,,198,189,185,191,202,222,12,0,1199(12)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시화초등학교,,공립,,N,,67,81,64,62,60,69,8,4,415(12)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥매화초등학교,,공립,,N,,77,80,81,81,98,99,3,0,519(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥은행초등학교,,공립,,N,,96,116,120,115,116,131,3,0,697(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥초등학교,,공립,,N,,157,166,149,125,148,154,9,0,908(9)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,신천초등학교,,공립,,N,,87,89,88,91,85,116,10,0,566(10)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,월포초등학교,,공립,,N,,67,52,49,63,45,45,2,0,323(2)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,하중초등학교,,공립,,N,,127,147,144,135,161,138,7,0,859(7)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,함현초등학교,,공립,,N,,112,100,115,102,115,122,4,0,670(4)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥장현초등학교,,공립,,N,,95,92,88,80,87,82,5,0,529(5)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,신천중학교,,공립,주간,N,,167,200,223,,,,13,0,603(13)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,장곡중학교,,공립,주간,N,,211,288,305,,,,10,0,814(10)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,정왕중학교,,공립,주간,N,,195,206,283,,,,7,4,695(11)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,함현중학교,,공립,주간,N,,237,277,328,,,,0,0,842(0)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,소래중학교,,공립,주간,N,,334,424,510,,,,0,0,1268(0)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,송운중학교,,공립,주간,N,,234,283,338,,,,8,0,863(8)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥은행중학교,,공립,주간,N,,334,345,400,,,,15,0,1094(15)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥중학교,,공립,주간,N,,210,261,303,,,,12,0,786(12)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡초등학교,,공립,,N,,173,193,171,178,189,167,4,0,1075(4)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,월곶중학교,,공립,주간,N,,151,130,148,,,,7,0,436(7)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시화중학교,,공립,주간,N,,153,166,186,,,,6,0,511(6)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,논곡중학교,,공립,주간,N,,95,101,136,,,,3,0,335(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,웃터골초등학교,,공립,,N,,45,47,49,54,59,69,2,0,325(2)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,군자중학교,,공립,주간,N,,250,301,285,,,,8,0,844(8)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,대흥중학교,,공립,주간,N,,160,174,191,,,,6,0,531(6)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,서해중학교,,공립,주간,N,,214,229,289,,,,4,0,736(4)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,한국글로벌중학교,,사립,주간,N,,39,30,45,,,,0,0,114(0)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥도원초등학교,,공립,,N,,74,90,100,93,113,143,7,0,620(7)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥월곶초등학교,,공립,,N,,138,146,132,111,119,109,5,0,760(5)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,군서중학교,,공립,주간,N,,163,175,183,,,,4,0,525(4)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥능곡중학교,,공립,주간,N,,223,237,264,,,,6,0,730(6)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,응곡중학교,,공립,주간,N,,182,232,253,,,,0,3,670(3)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥매화중학교,,공립,주간,N,,135,174,193,,,,6,0,508(6)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,은계중학교,,공립,주간,N,,231,280,333,,,,5,0,849(5)
2015,시흥시,경기도교육청,경기도 시흥시,군자공업고등학교,,공립,주간,N,,222,256,267,,,,11,4,760(15)
2015,시흥시,경기도교육청,경기도 시흥시,은행고등학교,,공립,주간,N,,483,468,472,,,,22,3,1448(25)
2015,시흥시,경기도교육청,경기도 시흥시,장곡고등학교,,공립,주간,N,,328,325,321,,,,12,0,986(12)
2015,시흥시,경기도교육청,경기도 시흥시,정왕고등학교,,공립,주간,N,,379,410,484,,,,0,0,1273(0)
2015,시흥시,경기도교육청,경기도 시흥시,경기자동차과학고등학교,,사립,주간,N,,243,229,232,,,,0,0,704(0)
2015,시흥시,경기도교육청,경기도 시흥시,함현고등학교,,공립,주간,N,,301,287,269,,,,13,0,870(13)
2015,시흥시,경기도교육청,경기도 시흥시,시흥고등학교,,공립,주간,N,,443,473,458,,,,15,0,1389(15)
2015,시흥시,경기도교육청,경기도 시흥시,군서고등학교,,공립,주간,N,,380,371,358,,,,17,0,1126(17)
2015,시흥시,경기도교육청,경기도 시흥시,서해고등학교,,공립,주간,N,,415,407,426,,,,25,0,1273(25)
2015,시흥시,경기도시흥교육지원청,경기도 시흥시,시흥신일초등학교,,공립,,N,,130,149,129,147,170,172,8,0,905(8)
2015,시흥시,경기도교육청,경기도 시흥시,시흥능곡고등학교,,공립,주간,N,,401,367,364,,,,6,0,1138(6)
2015,시흥시,경기도교육청,경기도 시흥시,시흥매화고등학교,,공립,주간,N,,236,230,243,,,,3,0,712(3)
2015,시흥시,경기도교육청,경기도 시흥시,신천고등학교,,공립,주간,N,,299,297,298,,,,21,0,915(21)

